[4/18/23 08:48PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/18/23 08:50PM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/19/23 09:50AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 09:50AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 09:50AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:47PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 02:56PM] Player dropped item: Aberrant Ring, id: 8335, amount: 1	
[4/19/23 03:00PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 06:11AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 09:22AM] Player dropped item: Vial, id: 229, amount: 1	
