[4/19/23 12:06PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 12:22PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/19/23 12:57PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/19/23 12:59PM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/19/23 02:09PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/19/23 02:36PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/19/23 02:36PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/19/23 02:36PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/19/23 02:36PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/19/23 02:36PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/19/23 02:36PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/19/23 02:36PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/19/23 03:04PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 03:10PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 03:10PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 04:14PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 04:17PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/19/23 04:17PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/19/23 04:17PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/19/23 04:23PM] Player dropped item: Unknown Helm, id: 21042, amount: 1	
[4/19/23 05:46PM] Player dropped item: Maze Maul, id: 17710, amount: 1	
[4/19/23 07:04PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 04:42AM] Player dropped item: Antique Sword, id: 23146, amount: 1	
[4/20/23 06:16PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 06:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 06:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 06:53PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:04PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:15PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:26PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:50PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:01PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:12PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:58PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 09:08PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 09:17PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 09:27PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 04:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 04:56AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:07AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:19AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:26AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:44AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:04AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:17AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:28AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:59AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:00AM] Player dropped item: Emerald Chaps, id: 11003, amount: 1	
[4/21/23 07:06AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:18AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:32AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:49AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 08:02AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 08:15AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 08:20AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 08:34AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 08:45AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:06PM] Player dropped item: Zircon (Ranger), id: 23093, amount: 1	
[4/21/23 06:28PM] Player dropped item: Super restore (3), id: 3026, amount: 1	
[4/22/23 09:28AM] Player dropped item: Antique Gloves, id: 8819, amount: 1	
[4/22/23 09:49AM] Player dropped item: Bronze pickaxe, id: 1265, amount: 1	
[4/22/23 09:50AM] Player dropped item: AFK ticket, id: 5020, amount: 5120	
[4/22/23 09:50AM] Player dropped item: Super restore (4), id: 3025, amount: 1062	
