[4/15/23 09:16AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 09:17AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 09:20AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 09:20AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 09:22AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 09:22AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 09:22AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:26AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:26AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 09:26AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 09:28AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/15/23 09:40AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:40AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 09:42AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/15/23 09:42AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/15/23 09:42AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/15/23 09:42AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/15/23 09:42AM] Player dropped item: Super restore (2), id: 3028, amount: 1	
[4/15/23 09:56AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 09:56AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
