[4/19/23 05:38PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 05:38PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 05:38PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 05:38PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 07:54PM] Player dropped item: Lava bones, id: 2023, amount: 371	
[4/19/23 10:51PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 11:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 11:38PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 11:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:07AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:20AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 02:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 02:18AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 03:48AM] Player dropped item: Infinite healing potion (T3), id: 23120, amount: 1	
[4/20/23 05:09AM] Player dropped item: Lava bones, id: 2023, amount: 15000	
[4/20/23 11:01AM] Player dropped item: Drop rate scroll, id: 23178, amount: 1	
[4/20/23 02:25PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 02:25PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 02:58PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:22PM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/21/23 01:24AM] Player dropped item: Drop rate scroll, id: 23178, amount: 1	
[4/21/23 11:55AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 12:44PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:18PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/22/23 10:04PM] Player dropped item: Mystic helm, id: 23021, amount: 1	
[4/23/23 05:42AM] Player dropped item: Vial, id: 229, amount: 1	
[4/27/23 05:34PM] Player dropped item: Coin, id: 995, amount: 4480000	
[4/27/23 05:49PM] Player dropped item: Tarn token, id: 10835, amount: 10438608	
[4/27/23 05:51PM] Player dropped item: Tarn token, id: 10835, amount: 10438608	
[4/27/23 06:23PM] Player dropped item: Yasuda Scythe, id: 3472, amount: 1	
[4/27/23 07:29PM] Player dropped item: Tarn token, id: 10835, amount: 126821470	
[4/27/23 07:29PM] Player dropped item: Tarn token, id: 10835, amount: 126821470	
[4/27/23 07:29PM] Player dropped item: Tarn token, id: 10835, amount: 126821470	
[4/27/23 07:29PM] Player dropped item: Tarn token, id: 10835, amount: 126821470	
[4/27/23 07:29PM] Player dropped item: Tarn token, id: 10835, amount: 126821470	
[4/27/23 07:55PM] Player dropped item: Black Goku Head, id: 14440, amount: 1	
[4/27/23 09:45PM] Player dropped item: Tarn token, id: 10835, amount: 34865063	
[4/27/23 09:45PM] Player dropped item: Tarn token, id: 10835, amount: 34865063	
[4/27/23 09:45PM] Player dropped item: Tarn token, id: 10835, amount: 34865063	
