[4/21/23 09:09AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/21/23 09:09AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/21/23 09:09AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/21/23 09:10AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/21/23 09:10AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/21/23 09:13AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/21/23 09:45AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/21/23 10:42AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/21/23 10:42AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/21/23 11:59AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/21/23 11:59AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/21/23 11:59AM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
