[4/19/23 02:25PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 03:28PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/19/23 03:58PM] Player dropped item: Lava bones, id: 2023, amount: 3	
[4/19/23 04:25PM] Player dropped item: Zinq shield, id: 23056, amount: 1	
[4/19/23 08:09PM] Player dropped item: Phranium, id: 1009, amount: 1	
[4/20/23 06:57AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:09AM] Player dropped item: Clean Larith, id: 777, amount: 1	
[4/20/23 08:09AM] Player dropped item: Clean Fennel, id: 916, amount: 2	
[4/20/23 08:09AM] Player dropped item: Clean Cardamon, id: 789, amount: 1	
[4/20/23 08:09AM] Player dropped item: Clean Cardamon, id: 789, amount: 1	
[4/20/23 08:09AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:09AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:09AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:09AM] Player dropped item: Ambrosia, id: 1019, amount: 1	
[4/20/23 08:09AM] Player dropped item: Spoolwood, id: 942, amount: 1	
[4/21/23 09:17AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:06PM] Player dropped item: Clean Cardamon, id: 789, amount: 1	
[4/21/23 07:00PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:00PM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/21/23 11:00PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 11:00PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 12:35PM] Player dropped item: Azolla Berries, id: 943, amount: 1	
[4/23/23 10:24PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 10:24PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 10:24PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 08:00AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 11:29AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 12:20PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 12:20PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 12:20PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 02:12PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 02:12PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 02:12PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 02:50PM] Player dropped item: Lava bones, id: 2023, amount: 25	
[4/24/23 03:28PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 03:36PM] Player dropped item: Lava bones, id: 2023, amount: 1270	
[4/24/23 04:07PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/25/23 07:37AM] Player dropped item: Lava bones, id: 2023, amount: 300	
[4/25/23 07:37AM] Player dropped item: Lava bones, id: 2023, amount: 300	
[4/25/23 07:37AM] Player dropped item: Lava bones, id: 2023, amount: 300	
[4/25/23 07:37AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/25/23 07:49AM] Player dropped item: Lava bones, id: 2023, amount: 300	
[4/25/23 07:58AM] Player dropped item: Lava bones, id: 2023, amount: 300	
[4/25/23 11:04AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/25/23 02:22PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/25/23 02:37PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/25/23 07:45PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
