[4/15/23 10:19PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/15/23 10:39PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 06:34AM] Player dropped item: Bronze pickaxe, id: 1265, amount: 1	
[4/16/23 06:34AM] Player dropped item: Thread, id: 1734, amount: 10	
[4/16/23 06:34AM] Player dropped item: Needle, id: 1733, amount: 1	
[4/16/23 06:34AM] Player dropped item: Knife, id: 946, amount: 1	
[4/16/23 06:34AM] Player dropped item: Bronze hatchet, id: 1351, amount: 1	
[4/16/23 06:34AM] Player dropped item: Chisel, id: 1755, amount: 1	
[4/16/23 10:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:03AM] Player dropped item: Coin, id: 995, amount: 278	
[4/16/23 12:16PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:30PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:00PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:10PM] Player dropped item: Inferno Shield, id: 13306, amount: 1	
[4/16/23 01:11PM] Player dropped item: Inferno Body, id: 13301, amount: 1	
[4/16/23 01:11PM] Player dropped item: Aberrant Boots, id: 8334, amount: 1	
[4/16/23 01:11PM] Player dropped item: Aberrant Cape, id: 4367, amount: 1	
[4/16/23 01:11PM] Player dropped item: Aberrant Gloves, id: 11140, amount: 1	
[4/16/23 01:11PM] Player dropped item: Aberrant Amulet, id: 19892, amount: 1	
[4/16/23 01:11PM] Player dropped item: Nagi Legs, id: 21064, amount: 1	
[4/16/23 01:12PM] Player dropped item: Aberrant Body, id: 20593, amount: 1	
[4/16/23 01:12PM] Player dropped item: Patience bow, id: 23039, amount: 1	
[4/16/23 01:12PM] Player dropped item: Zinq sword, id: 23055, amount: 1	
[4/16/23 01:12PM] Player dropped item: Mystic book, id: 23027, amount: 1	
[4/16/23 01:12PM] Player dropped item: Mystic staff, id: 23026, amount: 1	
[4/16/23 01:16PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:41PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:48PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:00PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:22PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:04PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:16PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:30PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:17PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 02:12PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 02:26PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 02:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 03:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 03:35PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 03:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:00PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:15PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:39PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 01:55PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:06PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:38PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:55PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:07PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:29PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:40PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:54PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 04:07PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 04:24PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 04:35PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 04:50PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 05:21PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 12:35PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 12:41PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/19/23 12:41PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/19/23 12:41PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/19/23 12:41PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/19/23 12:41PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/19/23 12:41PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/19/23 12:41PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/19/23 12:42PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/19/23 12:42PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/19/23 12:42PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/19/23 12:42PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/19/23 12:43PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 12:43PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 12:43PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 12:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 12:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:44PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 08:53PM] Player dropped item: Antique Body, id: 8817, amount: 1	
[4/21/23 09:46PM] Player dropped item: Emerald Crossbow, id: 8088, amount: 1	
[4/22/23 11:38AM] Player dropped item: Nightmare boots, id: 23032, amount: 1	
