[4/16/23 02:46AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/16/23 02:46AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/16/23 02:46AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/16/23 02:47AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/16/23 02:50AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/16/23 02:51AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/16/23 03:01AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/16/23 03:01AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/16/23 03:08AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/19/23 07:18AM] Player dropped item: Adamant platebody (h3), id: 19488, amount: 1	
[4/19/23 02:51PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
