[4/21/23 05:21AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/21/23 05:21AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/21/23 05:24AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/21/23 05:24AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/21/23 05:25AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/21/23 05:26AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/21/23 05:27AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/21/23 05:27AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/21/23 05:27AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/21/23 05:27AM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/21/23 05:38AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/21/23 05:38AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/21/23 05:39AM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/21/23 05:39AM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/21/23 05:40AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/21/23 05:41AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/21/23 05:42AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/21/23 05:48AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/21/23 05:49AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/21/23 05:51AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/21/23 05:59AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
