[4/16/23 02:00PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/16/23 02:00PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/16/23 02:00PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/16/23 02:00PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/16/23 02:00PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/16/23 02:01PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/16/23 02:07PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/16/23 02:07PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/16/23 02:11PM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/16/23 02:56PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/16/23 03:05PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 03:17PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 03:30PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 03:35PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 03:44PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 03:44PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 03:44PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 03:49PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 03:58PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 04:21PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 04:40PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 04:40PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:44PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:44PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:44PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:58PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/16/23 05:59PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/16/23 07:19PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 03:46AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 01:50PM] Player dropped item: Vial, id: 229, amount: 1	
