[4/16/23 08:44PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/16/23 08:44PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/16/23 08:44PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/16/23 08:44PM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/16/23 08:44PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/16/23 08:44PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/16/23 08:47PM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/16/23 08:57PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:58PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/16/23 08:58PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/17/23 08:16AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/17/23 08:19AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/17/23 08:19AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/17/23 08:19AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/17/23 08:21AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/17/23 08:28AM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/17/23 09:08AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/17/23 09:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 09:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:49PM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/18/23 03:49PM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/18/23 03:49PM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/18/23 03:50PM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/18/23 03:50PM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/18/23 03:50PM] Player dropped item: Saint Body, id: 21029, amount: 1	
[4/18/23 03:50PM] Player dropped item: Nagi Cape, id: 21071, amount: 1	
[4/19/23 03:13PM] Player dropped item: Coin, id: 995, amount: 550	
[4/22/23 10:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 10:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 08:52AM] Player dropped item: Mystic staff, id: 23026, amount: 1	
[4/23/23 09:10AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 09:11AM] Player dropped item: Salamander, id: 1017, amount: 1	
[4/23/23 09:11AM] Player dropped item: Bullfrog Legs, id: 1011, amount: 1	
[4/23/23 09:12AM] Player dropped item: Azolla Berries, id: 943, amount: 1	
[4/23/23 09:17AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 10:22AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
