[4/23/23 08:06AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/23/23 08:06AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/23/23 08:06AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/23/23 08:07AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/23/23 08:07AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/23/23 08:07AM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/23/23 08:07AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/23/23 08:07AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/23/23 08:09AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/23/23 08:09AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/23/23 08:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 08:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 08:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 08:17AM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/23/23 08:18AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
