[4/22/23 06:47PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 06:50PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:05PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:35PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 08:06PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/22/23 08:06PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/22/23 08:06PM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/22/23 08:06PM] Player dropped item: Coin, id: 995, amount: 460534	
[4/22/23 08:06PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/22/23 08:06PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/22/23 08:41PM] Player dropped item: Clean Rexeth, id: 937, amount: 1	
[4/22/23 08:57PM] Player dropped item: Clean Tarragon, id: 783, amount: 1	
[4/22/23 09:34PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/23/23 09:22AM] Player dropped item: Infinite overload potion (T1), id: 23124, amount: 1	
[4/24/23 08:59PM] Player dropped item: Clean Rosocely, id: 795, amount: 1	
[4/24/23 08:59PM] Player dropped item: Ambrosia, id: 1019, amount: 1	
[4/24/23 08:59PM] Player dropped item: Spoolwood, id: 942, amount: 2	
[4/24/23 08:59PM] Player dropped item: Grapevine, id: 945, amount: 1	
[4/24/23 09:05PM] Player dropped item: Clean Tarragon, id: 783, amount: 1	
[4/24/23 09:05PM] Player dropped item: Clean Cardamon, id: 789, amount: 1	
[4/24/23 09:12PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/25/23 08:53PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/25/23 08:53PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/25/23 09:08PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
