[4/21/23 01:27AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/21/23 01:27AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/21/23 01:27AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/21/23 01:27AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/21/23 01:27AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/21/23 01:32AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/21/23 01:32AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/21/23 02:12AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/21/23 02:12AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/21/23 02:12AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/21/23 02:13AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/21/23 02:14AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 12:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 12:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 01:23PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 02:40PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 01:49PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 01:49PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 01:49PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 01:49PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 02:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 02:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 02:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 02:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 03:25PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/22/23 03:25PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/22/23 03:25PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/22/23 03:26PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/22/23 03:26PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/22/23 03:26PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/22/23 03:29PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/22/23 03:29PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/22/23 03:29PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/22/23 03:29PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/22/23 03:29PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 03:29PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 03:36PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 03:45PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/22/23 03:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 03:56PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 04:51PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 04:51PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 05:58PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 05:58PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:56PM] Player dropped item: Miner gauntlets (adamant), id: 20590, amount: 1	
[4/22/23 07:27PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:27PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:27PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 07:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 09:11PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 09:20PM] Player dropped item: Vial, id: 229, amount: 1	
[4/26/23 12:23PM] Player dropped item: Ezkel-Nojad Pet, id: 20590, amount: 1	
[4/26/23 04:30PM] Player dropped item: Vial, id: 229, amount: 1	
[4/26/23 04:30PM] Player dropped item: Vial, id: 229, amount: 1	
[4/26/23 04:41PM] Player dropped item: Vial, id: 229, amount: 1	
[4/26/23 04:41PM] Player dropped item: Vial, id: 229, amount: 1	
