[4/18/23 05:40PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/18/23 05:40PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/18/23 05:40PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/18/23 05:40PM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
[4/18/23 05:40PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/18/23 05:44PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/18/23 05:44PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/18/23 05:44PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/18/23 05:47PM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/18/23 05:47PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/18/23 06:09PM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/18/23 07:31PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/18/23 08:24PM] Player dropped item: Patience gloves, id: 23037, amount: 1	
