[4/17/23 10:54AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/18/23 04:10PM] Player dropped item: Gold Boots, id: 11182, amount: 1	
[4/19/23 01:31PM] Player dropped item: Unknown Helm, id: 21042, amount: 1	
[4/19/23 08:05PM] Player dropped item: Aberrant Cape, id: 4367, amount: 1	
[4/19/23 08:05PM] Player dropped item: Aberrant Legs, id: 20594, amount: 1	
[4/20/23 02:20AM] Player dropped item: Coin, id: 995, amount: 726	
[4/20/23 02:56AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 03:01AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 05:28AM] Player dropped item: Lava bones, id: 2023, amount: 530	
[4/20/23 10:20PM] Player dropped item: Shinigami Boots, id: 13332, amount: 1	
[4/21/23 12:55PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 12:55PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 01:39PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 01:39PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 01:39PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 11:10AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 11:10AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 08:54PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 08:54PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 08:54PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
