[4/19/23 01:05AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 03:27PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 03:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 03:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:32AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 11:06AM] Player dropped item: Infinite overload potion (T1), id: 23124, amount: 1	
[4/22/23 12:58PM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/22/23 12:59PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 12:59PM] Player dropped item: Solar Robe Bottom, id: 15647, amount: 1	
[4/22/23 01:43PM] Player dropped item: Solar Staff, id: 22135, amount: 1	
[4/23/23 01:18AM] Player dropped item: Solar Robe Bottom, id: 15647, amount: 1	
[4/23/23 01:18AM] Player dropped item: Solar Robe Top, id: 15646, amount: 1	
[4/23/23 01:18AM] Player dropped item: Solar Staff, id: 22135, amount: 1	
[4/23/23 01:27AM] Player dropped item: Solar Robe Bottom, id: 15647, amount: 1	
[4/23/23 01:27AM] Player dropped item: Solar Robe Top, id: 15646, amount: 1	
[4/23/23 01:28AM] Player dropped item: Solar Robe Top, id: 15646, amount: 1	
[4/23/23 01:28AM] Player dropped item: Solar Robe Bottom, id: 15647, amount: 1	
