[4/15/23 06:17AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 06:17AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 06:20AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 06:20AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 06:23AM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/15/23 06:24AM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/15/23 06:24AM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/15/23 06:24AM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/15/23 06:25AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 06:32AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/15/23 06:56AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 06:56AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 07:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 07:21AM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/15/23 07:23AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 07:32AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 07:33AM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/15/23 07:38AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/15/23 07:47AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 07:55AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:05AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:18AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:29AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:01AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:23AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:32AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 09:32AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 09:32AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 09:32AM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/15/23 09:39AM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/15/23 09:44AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:56AM] Player dropped item: Clean Sephialla, id: 913, amount: 1	
[4/15/23 10:04AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:02PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:09PM] Player dropped item: Azolla Berries, id: 943, amount: 1	
[4/15/23 12:14PM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/15/23 12:25PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:35PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:29PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 04:37PM] Player dropped item: Clean Rosocely, id: 795, amount: 1	
[4/15/23 04:38PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:07AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:31AM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/16/23 08:43AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:53AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:07AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:07AM] Player dropped item: Holy water, id: 732, amount: 1	
[4/16/23 09:19AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:47AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:56AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:08AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:15AM] Player dropped item: Clean Verinise, id: 815, amount: 1	
[4/16/23 10:45AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:55AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:07AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:18AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:20AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:30AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:37AM] Player dropped item: Super restore (2), id: 3028, amount: 1	
[4/16/23 11:37AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/16/23 11:37AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/16/23 11:37AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/16/23 11:37AM] Player dropped item: Super restore (3), id: 3026, amount: 1	
