[4/19/23 01:03AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/19/23 01:03AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/19/23 01:03AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/19/23 01:07AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/19/23 01:07AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/19/23 01:07AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/20/23 11:52AM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/20/23 11:52AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/20/23 11:52AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/20/23 11:52AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/20/23 12:02PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 12:08PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/20/23 12:20PM] Player dropped item: Clean Fennel, id: 916, amount: 1	
[4/20/23 12:25PM] Player dropped item: Grapevine, id: 945, amount: 1	
[4/20/23 12:53PM] Player dropped item: Clean Verinise, id: 815, amount: 1	
[4/21/23 10:23AM] Player dropped item: Clean Rosocely, id: 795, amount: 1	
[4/21/23 12:40PM] Player dropped item: Bullfrog Legs, id: 1011, amount: 1	
[4/21/23 12:55PM] Player dropped item: Clean Tarragon, id: 783, amount: 1	
[4/21/23 01:14PM] Player dropped item: Clean Fennel, id: 916, amount: 1	
[4/21/23 01:14PM] Player dropped item: Clean Kunnerrel, id: 928, amount: 1	
[4/21/23 01:14PM] Player dropped item: Clean Tarragon, id: 783, amount: 1	
[4/22/23 06:46AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/22/23 06:46AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/25/23 01:41PM] Player dropped item: Clean Turmeric, id: 922, amount: 1	
[4/25/23 01:41PM] Player dropped item: Clean Turmeric, id: 922, amount: 1	
