[4/19/23 10:02AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/19/23 10:02AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/19/23 10:03AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/19/23 10:06AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/19/23 10:06AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 10:06AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/19/23 10:09AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/19/23 10:09AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 10:10AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 10:10AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 10:10AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 10:10AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/19/23 10:12AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/19/23 10:13AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/19/23 10:42AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/19/23 10:44AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/19/23 11:08AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/19/23 11:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 11:49AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 12:02PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 12:23PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 12:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 12:47PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:04PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 05:56AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 06:06AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 06:20AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 06:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 06:47AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:04AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 01:27PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
