[4/18/23 06:28PM] Player dropped item: Revenant Boots, id: 18009, amount: 1	
[4/18/23 08:02PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 08:02PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 08:02PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 06:20PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 11:39AM] Player dropped item: Infinite overload potion (T1), id: 23124, amount: 1	
[4/23/23 11:25AM] Player dropped item: Infinite healing potion (T1), id: 23118, amount: 1	
[4/23/23 11:37AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 12:22PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 10:45AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 11:31AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 02:47PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 02:47PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 02:47PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 02:47PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 05:48PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 06:10PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 07:14PM] Player dropped item: Infinite healing potion (T3), id: 23120, amount: 1	
[4/24/23 07:14PM] Player dropped item: Infinite healing potion (T3), id: 23120, amount: 1	
[4/25/23 08:32AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/25/23 08:32AM] Player dropped item: Infinite healing potion (T1), id: 23118, amount: 1	
[4/25/23 08:32AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/25/23 08:35AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/25/23 11:25AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/25/23 06:29PM] Player dropped item: Infinite healing potion (T1), id: 23118, amount: 1	
