[4/21/23 07:32PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/21/23 07:33PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/21/23 07:35PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/21/23 07:35PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/21/23 07:35PM] Player dropped item: Zinq shield, id: 23056, amount: 1	
[4/21/23 07:35PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/21/23 07:35PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/21/23 07:36PM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/21/23 07:37PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/21/23 07:38PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:42PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/21/23 08:00PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/21/23 08:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 08:31PM] Player dropped item: Vial, id: 229, amount: 1	
