[4/18/23 09:37PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/18/23 09:37PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/18/23 09:37PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/18/23 09:40PM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/18/23 09:41PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/18/23 09:44PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/18/23 09:45PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/18/23 09:51PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/18/23 09:51PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/18/23 09:51PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/18/23 11:27PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/18/23 11:28PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 11:28PM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/18/23 11:28PM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/18/23 11:28PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/18/23 11:28PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/18/23 11:28PM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/18/23 11:31PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 11:43PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 11:48PM] Player dropped item: Blurite Cape, id: 20400, amount: 1	
[4/18/23 11:48PM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/18/23 11:53PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/18/23 11:55PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:55PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:58PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:58PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 12:34AM] Player dropped item: $10 Bond, id: 23057, amount: 200	
[4/19/23 12:37AM] Player dropped item: $10 Bond, id: 23057, amount: 995	
[4/19/23 12:47AM] Player dropped item: Rage attachment, id: 9083, amount: 1	
[4/19/23 12:47AM] Player dropped item: Rage attachment, id: 9083, amount: 1	
[4/19/23 12:47AM] Player dropped item: Rage attachment, id: 9083, amount: 1	
[4/19/23 12:47AM] Player dropped item: Owner's Attachment, id: 22110, amount: 1	
