[4/16/23 12:45AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/16/23 01:07AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 10:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:56AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/16/23 10:56AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/16/23 10:56AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/16/23 10:56AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/16/23 10:56AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/16/23 10:56AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/16/23 10:56AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/16/23 10:56AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/16/23 10:56AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/16/23 10:56AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/16/23 10:56AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/16/23 10:56AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/16/23 10:04PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 10:36PM] Player dropped item: Super restore (3), id: 3026, amount: 1	
[4/16/23 10:40PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 12:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 12:27PM] Player dropped item: Sinful Boots, id: 10865, amount: 1	
[4/17/23 12:27PM] Player dropped item: Inferno Gloves, id: 13302, amount: 1	
[4/17/23 12:27PM] Player dropped item: Zinq legs, id: 23052, amount: 1	
[4/17/23 12:27PM] Player dropped item: Zinq body, id: 23051, amount: 1	
[4/17/23 12:28PM] Player dropped item: Zinq legs, id: 23052, amount: 1	
[4/17/23 12:28PM] Player dropped item: Zinq body, id: 23051, amount: 1	
[4/17/23 12:28PM] Player dropped item: Zinq body, id: 23051, amount: 1	
[4/17/23 12:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 02:36PM] Player dropped item: Emerald Coif, id: 11001, amount: 1	
[4/18/23 06:49PM] Player dropped item: Coin, id: 995, amount: 53355613	
[4/23/23 09:38PM] Player dropped item: Coin, id: 995, amount: 304026375	
[4/24/23 04:04PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/24/23 09:19PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/25/23 09:11PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
