[4/18/23 01:13AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/18/23 01:34AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 02:37AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 03:35AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 03:58AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 04:17AM] Player dropped item: Patience body, id: 23035, amount: 1	
[4/19/23 12:24AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 12:11AM] Player dropped item: Bronze hatchet, id: 1351, amount: 1	
[4/20/23 12:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 12:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 12:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:50PM] Player dropped item: Infinite healing potion (T3), id: 23120, amount: 1	
[4/21/23 07:30PM] Player dropped item: Bronze pickaxe, id: 1265, amount: 1	
