[4/15/23 02:57AM] Player dropped item: Coin, id: 995, amount: 1003800	
[4/15/23 03:05AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 03:05AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 03:05AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 03:14AM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
[4/15/23 03:21AM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/15/23 03:21AM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/15/23 07:11AM] Player dropped item: Anti-dragon shield, id: 1540, amount: 1	
[4/15/23 07:13AM] Player dropped item: Anti-dragon shield, id: 1540, amount: 1	
[4/15/23 07:32AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 07:43AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 07:43AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 07:46AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 07:58AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:15AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:56AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:07AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:34AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 10:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 11:04AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 11:47AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 11:59AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:35PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 12:35PM] Player dropped item: Vial, id: 229, amount: 1	
