[4/20/23 02:42AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/20/23 02:42AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/20/23 02:42AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/20/23 02:44AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/20/23 02:44AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/20/23 02:44AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/20/23 03:03AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/20/23 03:03AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/20/23 03:16AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/20/23 03:16AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/20/23 03:16AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/20/23 03:16AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
