[4/15/23 09:18PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 09:18PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 09:23PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:26PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:54PM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:57PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:39AM] Player dropped item: Vial, id: 229, amount: 1	
