[4/18/23 08:39PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/18/23 08:41PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/18/23 08:41PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/18/23 08:41PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/18/23 08:43PM] Player dropped item: Inferno Boots, id: 13305, amount: 1	
[4/18/23 08:43PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/18/23 08:43PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/18/23 08:43PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/18/23 08:44PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/18/23 08:48PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/18/23 08:48PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/18/23 08:48PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/18/23 08:48PM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/18/23 08:48PM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/18/23 08:55PM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/18/23 08:55PM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/27/23 02:26PM] Player dropped item: Clean Larith, id: 777, amount: 1	
[4/27/23 02:26PM] Player dropped item: Clean Larith, id: 777, amount: 1	
[4/27/23 04:24PM] Player dropped item: Clean Larith, id: 777, amount: 1	
