[4/20/23 05:26AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/20/23 05:26AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/20/23 05:26AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/20/23 05:26AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/20/23 05:26AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/20/23 05:27AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/20/23 06:50AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/20/23 11:34AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 12:02PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 12:16PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 12:51PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:02PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:06PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:20PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:37PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:51PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 03:02AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 03:23AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 03:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 03:53AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 04:05AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 04:05AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 04:05AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 04:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 04:47AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 04:58AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:16AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:42AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:56AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:31AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:46AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 08:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 08:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 08:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 08:42AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 09:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 09:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 10:05AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 11:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 11:37AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 11:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 12:01PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 12:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 09:54AM] Player dropped item: Vial, id: 229, amount: 1	
