[4/15/23 03:54AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 04:19AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 07:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:00AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:30AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 09:10AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:18AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:42AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:43AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 09:49AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:42AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:57AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:59AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:03AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:15AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:01AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:40AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:17PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:04PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 12:01AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 12:01AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 12:01AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 12:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 12:41AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 03:37AM] Player dropped item: Vial, id: 229, amount: 1	
