[4/16/23 11:06AM] Player dropped item: Zinq legs, id: 23052, amount: 1	
[4/21/23 10:29AM] Player dropped item: Infinite overload potion (T1), id: 23124, amount: 1	
[4/21/23 11:07AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 11:16AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 11:30AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 11:44AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 11:58AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 01:01PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 01:37PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 02:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 02:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 02:57PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 03:20PM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 03:26PM] Player dropped item: Vial, id: 229, amount: 1	
