[4/15/23 10:49PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/15/23 10:49PM] Player dropped item: Revenant Boots, id: 18009, amount: 1	
[4/15/23 10:49PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/15/23 10:49PM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/15/23 10:49PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/15/23 10:49PM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/15/23 10:49PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/15/23 10:49PM] Player dropped item: Revenant Body, id: 18001, amount: 1	
[4/15/23 10:49PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/15/23 10:49PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/15/23 10:49PM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/15/23 10:49PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/15/23 10:49PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/15/23 10:49PM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/15/23 10:49PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/15/23 10:49PM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/15/23 10:49PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 10:50PM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/15/23 10:50PM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/15/23 10:55PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 11:40PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/15/23 11:49PM] Player dropped item: Zinq legs, id: 23052, amount: 1	
[4/15/23 11:51PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:01AM] Player dropped item: Aberrant Legs, id: 20594, amount: 1	
[4/16/23 12:20AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:03AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:49AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 02:59AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 03:02AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 03:02AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 03:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 03:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 03:44AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 03:46AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:01AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:23AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:31AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:44AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 05:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:58AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:58AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:58AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:59AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:22AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:03AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/16/23 10:14AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:32AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:32AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:54AM] Player dropped item: Aura (T6), id: 23049, amount: 1	
[4/17/23 06:43AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 06:53AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 07:07AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 07:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 07:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 08:02AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 08:10AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 09:16AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 09:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 09:56AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 10:41AM] Player dropped item: Vial, id: 229, amount: 1	
