[4/17/23 08:35AM] Player dropped item: Coin, id: 995, amount: 753	
[4/17/23 08:50AM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/17/23 08:50AM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/17/23 08:50AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/17/23 08:50AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/17/23 08:50AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/17/23 08:50AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/17/23 08:50AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/17/23 08:50AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/17/23 09:03AM] Player dropped item: $10 Bond, id: 23057, amount: 674265470	
[4/17/23 09:17AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 09:20AM] Player dropped item: $10 Bond, id: 23057, amount: 300797113	
[4/17/23 09:21AM] Player dropped item: $10 Bond, id: 23057, amount: 250000000	
[4/17/23 09:26AM] Player dropped item: $10 Bond, id: 23057, amount: 200001000	
[4/17/23 09:26AM] Player dropped item: $10 Bond, id: 23057, amount: 200001000	
[4/17/23 09:27AM] Player dropped item: $10 Bond, id: 23057, amount: 200000000	
[4/17/23 09:30AM] Player dropped item: $10 Bond, id: 23057, amount: 50000000	
[4/17/23 09:30AM] Player dropped item: $10 Bond, id: 23057, amount: 50000000	
[4/17/23 09:32AM] Player dropped item: $10 Bond, id: 23057, amount: 50000000	
[4/17/23 09:37AM] Player dropped item: Agumon Bow, id: 22155, amount: 1	
[4/17/23 09:37AM] Player dropped item: $10 Bond, id: 23057, amount: 50000000	
[4/17/23 09:38AM] Player dropped item: $10 Bond, id: 23057, amount: 50000000	
[4/17/23 09:42AM] Player dropped item: $10 Bond, id: 23057, amount: 20000000	
[4/17/23 09:44AM] Player dropped item: $10 Bond, id: 23057, amount: 25000000	
[4/17/23 09:45AM] Player dropped item: $10 Bond, id: 23057, amount: 40000000	
[4/17/23 09:51AM] Player dropped item: $10 Bond, id: 23057, amount: 27000000	
[4/17/23 09:56AM] Player dropped item: $10 Bond, id: 23057, amount: 20000000	
[4/17/23 09:56AM] Player dropped item: $10 Bond, id: 23057, amount: 29000000	
