[4/17/23 08:29AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/17/23 08:29AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/17/23 08:44AM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/17/23 08:44AM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/17/23 08:45AM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/17/23 08:46AM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/17/23 08:48AM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/17/23 08:48AM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/17/23 08:50AM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/17/23 08:50AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/17/23 08:55AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/17/23 08:56AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/17/23 09:39AM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/17/23 12:38PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/17/23 01:42PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/18/23 04:08PM] Player dropped item: Progressive Box [T1], id: 10025, amount: 1	
[4/20/23 08:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:23AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:55AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:55AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 08:55AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 09:29AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 10:59AM] Player dropped item: Super restore (2), id: 3028, amount: 1	
[4/20/23 11:09AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/20/23 11:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:00PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:03PM] Player dropped item: Progressive Box [T1], id: 10025, amount: 4	
[4/20/23 01:51PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/21/23 09:28AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 09:28AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 11:22AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/21/23 11:22AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/21/23 11:22AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/21/23 11:22AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/21/23 11:22AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/21/23 11:22AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/21/23 11:22AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/21/23 11:22AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/21/23 11:22AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/21/23 11:22AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/21/23 11:22AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/21/23 11:22AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/21/23 12:27PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:45PM] Player dropped item: Infinite healing potion (T1), id: 23118, amount: 1	
