[4/23/23 10:33AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/23/23 10:33AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/23/23 10:33AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/23/23 10:34AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/23/23 10:34AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/23/23 10:41AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 10:41AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 10:41AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 10:43AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/23/23 10:50AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 11:02AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 11:07AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:20AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/23/23 11:28AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:41AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:53AM] Player dropped item: Vial, id: 229, amount: 1	
