[4/22/23 03:18PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/22/23 03:18PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 03:52PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 03:52PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 05:23PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 05:23PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 11:07PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 11:14PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 11:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 11:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:16AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:39AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:40AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:58AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:25AM] Player dropped item: Vial, id: 229, amount: 1	
[4/27/23 07:14PM] Player dropped item: Super restore (3), id: 3026, amount: 1	
[4/27/23 07:14PM] Player dropped item: Super restore (3), id: 3026, amount: 1	
