[4/20/23 01:46PM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/20/23 01:46PM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/20/23 01:46PM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/20/23 01:48PM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/20/23 01:48PM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/20/23 01:48PM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/20/23 02:00PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/20/23 02:00PM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/20/23 02:00PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/20/23 02:00PM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/20/23 02:00PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/20/23 02:05PM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/20/23 02:06PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/20/23 02:06PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/20/23 02:06PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/20/23 02:07PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/20/23 02:07PM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/20/23 02:08PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/20/23 02:09PM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/20/23 02:09PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/20/23 02:10PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/20/23 02:11PM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/20/23 02:12PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/20/23 02:13PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/20/23 02:14PM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/20/23 02:16PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/20/23 02:18PM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/20/23 02:23PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/20/23 02:24PM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/20/23 02:25PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/20/23 02:25PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/20/23 02:26PM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/20/23 02:27PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/20/23 02:28PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/20/23 02:29PM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/20/23 03:33PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/20/23 03:33PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/20/23 03:47PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 03:47PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 03:47PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 03:47PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 03:56PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 04:39PM] Player dropped item: Vial, id: 229, amount: 1	
