[4/19/23 01:57PM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/19/23 01:58PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/19/23 01:58PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/19/23 01:58PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/19/23 02:01PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/19/23 02:01PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/19/23 02:01PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/19/23 02:03PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 02:04PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/19/23 02:04PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/19/23 02:05PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/19/23 02:05PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/19/23 02:05PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/19/23 02:32PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 03:33PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 03:33PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 03:33PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 03:33PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 04:19PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/19/23 04:20PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/19/23 04:32PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/20/23 01:00AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 01:07AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 03:03AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/21/23 11:39AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
