[4/20/23 08:06PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/20/23 08:39PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 08:46PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/20/23 08:46PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/20/23 08:50PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/20/23 08:50PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/20/23 08:50PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/20/23 08:50PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/21/23 01:59AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/21/23 04:28AM] Player dropped item: Antique Staff, id: 23145, amount: 1	
[4/21/23 10:22PM] Player dropped item: Titan Body, id: 8804, amount: 1	
