[4/19/23 06:39PM] Player dropped item: Lava bones, id: 2023, amount: 2	
[4/19/23 08:03PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:03PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:03PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:03PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:03PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 02:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 02:38AM] Player dropped item: Super restore (3), id: 3026, amount: 1	
[4/20/23 02:40AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/20/23 02:43AM] Player dropped item: Lava bones, id: 2023, amount: 96	
[4/20/23 03:44AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 03:44AM] Player dropped item: Vial, id: 229, amount: 1	
