[4/16/23 06:01PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/16/23 06:02PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/16/23 06:06PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/16/23 06:06PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/16/23 06:06PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/16/23 06:06PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/16/23 06:06PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/16/23 06:18PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/16/23 06:18PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/16/23 06:18PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/16/23 06:18PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/16/23 06:19PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/16/23 06:29PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 06:30PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/16/23 06:31PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 06:38PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 06:40PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/16/23 06:41PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 06:42PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 07:35PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 07:39PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:06PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 08:07PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:07PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 10:45AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 10:45AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 12:58PM] Player dropped item: Nagi Boots, id: 21067, amount: 1	
[4/17/23 01:22PM] Player dropped item: Nightmare helm, id: 23028, amount: 1	
[4/17/23 01:24PM] Player dropped item: Nightmare gloves, id: 23031, amount: 1	
[4/17/23 01:57PM] Player dropped item: Nightmare gloves, id: 23031, amount: 1	
[4/17/23 03:45PM] Player dropped item: Sacred Helm, id: 23134, amount: 1	
[4/18/23 09:10AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 10:58AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 12:16PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 05:06PM] Player dropped item: Zinq body, id: 23051, amount: 1	
[4/18/23 05:14PM] Player dropped item: Deviant Wings, id: 21024, amount: 1	
[4/21/23 11:08AM] Player dropped item: Emerald Crossbow, id: 8088, amount: 1	
[4/21/23 11:37AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 09:01AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 09:01AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
