[4/19/23 10:16PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/19/23 10:16PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/19/23 10:16PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/19/23 11:11PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 11:11PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 11:11PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 11:17PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 11:25PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 11:41PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 11:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 12:58AM] Player dropped item: Lava bones, id: 2023, amount: 3	
[4/20/23 01:34AM] Player dropped item: Vial, id: 229, amount: 1	
