[4/16/23 01:57AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/16/23 01:58AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/16/23 01:59AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/16/23 01:59AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/16/23 01:59AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/16/23 01:59AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/16/23 02:09AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/16/23 02:09AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/16/23 02:12AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/16/23 02:19AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/16/23 02:20AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/16/23 02:20AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/16/23 02:41AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 03:01AM] Player dropped item: Blurite Cape, id: 20400, amount: 1	
[4/16/23 03:56AM] Player dropped item: Fury shark, id: 17818, amount: 100	
[4/16/23 05:51AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 06:52AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 07:29AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:41AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:03AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:23AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:30AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 08:47AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 09:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:25AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 10:56AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 11:50AM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:11PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:23PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:35PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 12:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 01:29PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 08:05AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 12:45PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 01:05PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 01:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 01:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 01:44PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 01:53PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 02:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 08:22AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 08:32AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 08:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 09:05AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:34AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:46AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:58AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 12:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:17AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 09:53AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 08:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 08:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 08:42AM] Player dropped item: Vial, id: 229, amount: 1	
