[4/17/23 09:58AM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 10:55AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 10:56AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 12:34PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 02:26AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 02:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:04AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:06AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:20AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 05:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 05:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 05:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 06:08AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 06:17AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 06:26AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 06:47AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 07:02AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 07:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 07:31AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 07:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 07:53AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 08:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 08:20AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 08:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 10:31AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 10:40AM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/18/23 11:03AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:03AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:16AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:28AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 02:49PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:00PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:28PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 06:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 06:58AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 07:34AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 07:41AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 08:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 09:04AM] Player dropped item: Magic potion (1), id: 3046, amount: 1	
[4/19/23 09:05AM] Player dropped item: Magic potion (4), id: 3040, amount: 1	
[4/19/23 09:05AM] Player dropped item: Magic potion (4), id: 3040, amount: 1	
[4/19/23 09:05AM] Player dropped item: Magic potion (4), id: 3040, amount: 1	
[4/19/23 09:06AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 09:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 09:47AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 10:03AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 10:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 10:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 10:37AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 10:47AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 11:04AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:27PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 01:58PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 02:21PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 02:21PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 02:33PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 02:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 03:02PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 03:15PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 05:36PM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 05:36PM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 01:40AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 03:28AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 09:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 09:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 02:03AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 02:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 02:28AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 02:40AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 02:53AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 03:49AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 03:55AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 04:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 04:31AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 04:34AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 04:49AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:14AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 05:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:05AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:21AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 06:50AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:28AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 07:31AM] Player dropped item: Doom Aura, id: 12614, amount: 1	
[4/21/23 08:29AM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 12:15PM] Player dropped item: Tarn token, id: 10835, amount: 600000	
[4/22/23 12:38PM] Player dropped item: Patience bow, id: 23039, amount: 1	
[4/22/23 12:38PM] Player dropped item: Patience bow, id: 23039, amount: 1	
[4/22/23 12:40PM] Player dropped item: Patience bow, id: 23039, amount: 1	
[4/22/23 12:43PM] Player dropped item: Patience bow, id: 23039, amount: 1	
[4/22/23 12:43PM] Player dropped item: Patience bow, id: 23039, amount: 1	
[4/22/23 12:44PM] Player dropped item: Patience gloves, id: 23037, amount: 1	
[4/22/23 12:44PM] Player dropped item: Patience gloves, id: 23037, amount: 1	
[4/22/23 12:44PM] Player dropped item: Patience helm, id: 23034, amount: 1	
[4/22/23 12:44PM] Player dropped item: Patience helm, id: 23034, amount: 1	
[4/22/23 12:44PM] Player dropped item: Patience bow, id: 23039, amount: 1	
[4/22/23 01:16PM] Player dropped item: Sinful Hat, id: 14733, amount: 1	
[4/23/23 05:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/26/23 03:26AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/27/23 03:48AM] Player dropped item: Bronze pickaxe, id: 1265, amount: 1	
