[4/17/23 05:25PM] Player dropped item: Super restore (3), id: 3026, amount: 1	
[4/17/23 07:48PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/17/23 07:48PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/17/23 07:48PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/17/23 07:49PM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/17/23 07:49PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/17/23 07:49PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/17/23 07:49PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/17/23 07:55PM] Player dropped item: Blurite Cape, id: 20400, amount: 1	
[4/17/23 07:55PM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/17/23 07:55PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/18/23 02:39AM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/18/23 02:39AM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/18/23 02:39AM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/18/23 02:39AM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/18/23 02:54AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/18/23 02:54AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/18/23 02:54AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/18/23 03:08AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/18/23 03:08AM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/18/23 03:08AM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/18/23 03:21AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/18/23 03:22AM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
[4/18/23 03:27AM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/18/23 03:28AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/18/23 03:28AM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
[4/18/23 03:29AM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
[4/18/23 09:32AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/18/23 09:34AM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/18/23 09:34AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/18/23 09:36AM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/18/23 09:37AM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
[4/18/23 09:39AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/18/23 09:39AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/18/23 09:41AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/18/23 09:42AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/18/23 09:44AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/18/23 09:45AM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/18/23 11:04AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/18/23 11:05AM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/18/23 11:05AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/18/23 11:08AM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
[4/18/23 11:08AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 11:12AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/18/23 11:13AM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/18/23 11:15AM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/18/23 11:18AM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/18/23 11:24AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/18/23 11:25AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/18/23 11:28AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/18/23 11:29AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/18/23 11:31AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/18/23 11:32AM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
[4/18/23 11:32AM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 11:33AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/18/23 11:34AM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/18/23 11:35AM] Player dropped item: Revenant Boots, id: 18009, amount: 1	
[4/18/23 11:37AM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/18/23 11:37AM] Player dropped item: Revenant Boots, id: 18009, amount: 1	
[4/18/23 11:39AM] Player dropped item: Blurite Cape, id: 20400, amount: 1	
[4/18/23 11:41AM] Player dropped item: Revenant Boots, id: 18009, amount: 1	
[4/18/23 11:41AM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/18/23 11:41AM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/18/23 11:47AM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/18/23 11:50AM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
