[4/22/23 12:47PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/22/23 12:47PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/22/23 12:47PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/22/23 12:47PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/22/23 12:47PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/22/23 12:47PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/22/23 01:08PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/22/23 01:08PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/22/23 01:08PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/22/23 03:27PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/22/23 04:14PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 04:25PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 04:47PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 04:55PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 05:16PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 05:58PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 05:58PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 06:12PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 08:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 08:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 09:04AM] Player dropped item: Mystic book, id: 23027, amount: 1	
[4/23/23 09:24AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 09:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 09:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 10:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:04AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:14AM] Player dropped item: Magic potion (4), id: 3040, amount: 1	
[4/23/23 11:14AM] Player dropped item: Magic potion (3), id: 3042, amount: 1	
[4/23/23 11:14AM] Player dropped item: Magic potion (3), id: 3042, amount: 1	
[4/23/23 11:14AM] Player dropped item: Magic potion (2), id: 3044, amount: 1	
[4/24/23 10:06AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 10:20AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 10:28AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 03:02PM] Player dropped item: Solar Robe Top, id: 15646, amount: 1	
[4/24/23 03:06PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/24/23 03:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 04:17PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
