[4/15/23 07:13AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 07:13AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 07:13AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 07:13AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 07:13AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 07:16AM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/15/23 07:16AM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/15/23 07:17AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 07:17AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 07:17AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/15/23 07:17AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 07:17AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/15/23 07:18AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/15/23 08:12AM] Player dropped item: Sacred Legs, id: 23136, amount: 1	
[4/15/23 09:27AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 09:28AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 11:03AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 11:14AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 11:15AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 11:27AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 11:27AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 12:31PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 12:39PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 08:38AM] Player dropped item: Emerald Crossbow, id: 8088, amount: 1	
[4/17/23 08:38AM] Player dropped item: Emerald Crossbow, id: 8088, amount: 1	
[4/17/23 08:38AM] Player dropped item: Emerald Crossbow, id: 8088, amount: 1	
[4/17/23 08:38AM] Player dropped item: Emerald Crossbow, id: 8088, amount: 1	
[4/17/23 09:14AM] Player dropped item: Emerald Body, id: 11002, amount: 1	
[4/17/23 09:16AM] Player dropped item: Saint Body, id: 21029, amount: 1	
[4/17/23 09:18AM] Player dropped item: Gold Cape, id: 11762, amount: 1	
[4/17/23 09:20AM] Player dropped item: Emerald Body, id: 11002, amount: 1	
[4/17/23 09:21AM] Player dropped item: Godly Helm, id: 14050, amount: 1	
[4/17/23 09:39AM] Player dropped item: Emerald Chaps, id: 11003, amount: 1	
[4/17/23 09:39AM] Player dropped item: Emerald Chaps, id: 11003, amount: 1	
[4/18/23 09:18AM] Player dropped item: Infinite healing potion (T3), id: 23120, amount: 1	
[4/18/23 09:38AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 03:13PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 03:13PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 03:13PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 03:13PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 03:13PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 03:54PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 03:54PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/23/23 05:46PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
