[4/15/23 08:30AM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/15/23 08:30AM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/15/23 08:30AM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/15/23 08:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 08:56AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:14AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 09:16AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 09:16AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 09:16AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 09:16AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 09:16AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 09:16AM] Player dropped item: Fury shark, id: 17817, amount: 1	
[4/15/23 09:16AM] Player dropped item: Super restore (3), id: 3026, amount: 1	
[4/15/23 09:16AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/15/23 09:16AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/15/23 09:16AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/15/23 09:26AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:26AM] Player dropped item: Vial, id: 229, amount: 1	
[4/15/23 09:26AM] Player dropped item: Vial, id: 229, amount: 1	
