[4/16/23 08:44AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 08:58AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 08:58AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 01:49PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/16/23 02:10PM] Player dropped item: Inferno Blade, id: 20542, amount: 1	
[4/17/23 04:04AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 04:12AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 07:09AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 08:05AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 08:17AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 08:26AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
