[4/21/23 03:25PM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/21/23 03:27PM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/21/23 03:27PM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/21/23 03:27PM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/21/23 03:31PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/21/23 03:31PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/21/23 03:31PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/21/23 03:31PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/21/23 03:36PM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/21/23 03:36PM] Player dropped item: Revenant Boots, id: 18009, amount: 1	
[4/21/23 05:00PM] Player dropped item: Lava bones, id: 2023, amount: 970	
[4/21/23 05:14PM] Player dropped item: Inferno Blade, id: 20542, amount: 1	
[4/22/23 05:58PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/22/23 05:58PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/22/23 05:58PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/22/23 05:58PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/22/23 05:58PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/22/23 05:58PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/22/23 05:58PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/22/23 05:58PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/22/23 05:58PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/22/23 05:58PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/22/23 05:58PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/22/23 05:58PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/22/23 05:58PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/22/23 06:01PM] Player dropped item: Lust Staff, id: 8809, amount: 1	
[4/22/23 06:01PM] Player dropped item: Lust Poncho, id: 8807, amount: 1	
[4/22/23 06:01PM] Player dropped item: Lust Visor, id: 8806, amount: 1	
[4/22/23 06:01PM] Player dropped item: Lust Visor, id: 8806, amount: 1	
[4/22/23 06:01PM] Player dropped item: Lust Staff, id: 8809, amount: 1	
[4/22/23 06:01PM] Player dropped item: Lust Poncho, id: 8807, amount: 1	
[4/22/23 06:01PM] Player dropped item: Lust Visor, id: 8806, amount: 1	
[4/22/23 06:01PM] Player dropped item: Lust Visor, id: 8806, amount: 1	
[4/22/23 06:01PM] Player dropped item: Lust Poncho, id: 8807, amount: 1	
[4/22/23 06:01PM] Player dropped item: Lust Staff, id: 8809, amount: 1	
[4/22/23 06:01PM] Player dropped item: Lust Staff, id: 8809, amount: 1	
[4/22/23 06:01PM] Player dropped item: Lust Staff, id: 8809, amount: 1	
[4/22/23 06:01PM] Player dropped item: Lust Staff, id: 8809, amount: 1	
[4/22/23 06:02PM] Player dropped item: Lust Legging, id: 8808, amount: 1	
[4/22/23 06:02PM] Player dropped item: Lust Visor, id: 8806, amount: 1	
[4/22/23 06:02PM] Player dropped item: Lust Visor, id: 8806, amount: 1	
[4/22/23 06:02PM] Player dropped item: Lust Legging, id: 8808, amount: 1	
[4/22/23 06:05PM] Player dropped item: Godly Cape, id: 1485, amount: 1	
[4/22/23 06:05PM] Player dropped item: Godly Gloves, id: 14055, amount: 1	
[4/22/23 06:05PM] Player dropped item: Godly Body, id: 14051, amount: 1	
[4/22/23 06:05PM] Player dropped item: Godly Cape, id: 1485, amount: 1	
[4/22/23 06:05PM] Player dropped item: Godly Legs, id: 14052, amount: 1	
[4/22/23 06:05PM] Player dropped item: Godly Cape, id: 1485, amount: 1	
[4/22/23 06:05PM] Player dropped item: Godly Legs, id: 14052, amount: 1	
[4/22/23 06:05PM] Player dropped item: Godly Cape, id: 1485, amount: 1	
[4/22/23 06:19PM] Player dropped item: Godly Gloves, id: 14055, amount: 1	
[4/22/23 06:19PM] Player dropped item: Godly Gloves, id: 14055, amount: 1	
[4/22/23 06:19PM] Player dropped item: Godly Legs, id: 14052, amount: 1	
[4/22/23 06:19PM] Player dropped item: Godly Bow, id: 21018, amount: 1	
[4/22/23 06:19PM] Player dropped item: Godly Cape, id: 1485, amount: 1	
[4/22/23 06:28PM] Player dropped item: Supreme Gloves, id: 18883, amount: 1	
[4/22/23 06:33PM] Player dropped item: Emerald Body, id: 11002, amount: 1	
[4/22/23 06:33PM] Player dropped item: Emerald Body, id: 11002, amount: 1	
[4/22/23 06:33PM] Player dropped item: Emerald Chaps, id: 11003, amount: 1	
[4/22/23 06:33PM] Player dropped item: Emerald Chaps, id: 11003, amount: 1	
[4/22/23 06:33PM] Player dropped item: Emerald Crossbow, id: 8088, amount: 1	
[4/22/23 06:33PM] Player dropped item: Emerald Body, id: 11002, amount: 1	
[4/22/23 06:33PM] Player dropped item: Emerald Body, id: 11002, amount: 1	
[4/22/23 06:37PM] Player dropped item: Emerald Crossbow, id: 8088, amount: 1	
[4/22/23 06:37PM] Player dropped item: Emerald Coif, id: 11001, amount: 1	
[4/25/23 05:31PM] Player dropped item: Zircon (Warrior), id: 23094, amount: 1	
[4/25/23 05:31PM] Player dropped item: Anchor (Special), id: 10887, amount: 1	
[4/25/23 05:31PM] Player dropped item: Anchor (Special), id: 10887, amount: 1	
[4/25/23 05:42PM] Player dropped item: Zircon (Warrior), id: 23094, amount: 1	
