[4/22/23 02:42PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/22/23 02:42PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/22/23 02:42PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/22/23 02:42PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/22/23 02:42PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/22/23 02:42PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/22/23 02:42PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/22/23 02:42PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/22/23 02:42PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/22/23 02:44PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/22/23 02:50PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/22/23 02:56PM] Player dropped item: Lava bones, id: 2023, amount: 17	
[4/22/23 03:26PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 03:26PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 04:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 04:15PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/22/23 09:43PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 11:10PM] Player dropped item: Vial, id: 229, amount: 1	
[4/22/23 11:16PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/23/23 12:22AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 08:05AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/23/23 08:05AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/23/23 08:06AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/23/23 08:06AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/23/23 08:06AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/23/23 08:06AM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/23/23 08:20AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 08:26AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 09:05AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 09:05AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 01:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 01:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 01:09PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 02:03PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 02:03PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 03:14PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 03:24PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 03:59PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 04:01PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 04:53PM] Player dropped item: Super restore (1), id: 3030, amount: 1	
[4/23/23 05:24PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/23/23 05:38PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 06:00PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 09:58PM] Player dropped item: Godly Bow, id: 21018, amount: 1	
