[4/20/23 12:43PM] Player dropped item: Revenant Boots, id: 18009, amount: 1	
[4/20/23 12:43PM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/20/23 12:43PM] Player dropped item: Revenant Wings, id: 18005, amount: 1	
[4/21/23 09:53AM] Player dropped item: Bronze pickaxe, id: 1265, amount: 1	
[4/24/23 02:17PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/24/23 02:17PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/24/23 02:17PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/24/23 08:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 08:17PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 08:51PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 09:15PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 09:15PM] Player dropped item: Enchanted vial, id: 731, amount: 1	
[4/24/23 09:15PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 09:48PM] Player dropped item: Clean Tarragon, id: 783, amount: 1	
[4/24/23 10:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 10:32PM] Player dropped item: Vial, id: 229, amount: 1	
