[4/17/23 05:07PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/17/23 05:09PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/17/23 05:09PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/17/23 05:09PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/17/23 05:11PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/17/23 05:11PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/17/23 05:11PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/17/23 05:12PM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/17/23 05:12PM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/17/23 05:13PM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/17/23 05:14PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/17/23 05:14PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/17/23 05:15PM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/17/23 05:15PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/17/23 05:16PM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/17/23 05:18PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/17/23 05:19PM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/17/23 05:19PM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/17/23 05:46PM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/17/23 05:47PM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/17/23 05:50PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/17/23 05:52PM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/17/23 05:53PM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/17/23 05:54PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/17/23 05:56PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/17/23 05:59PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/17/23 05:59PM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/17/23 06:00PM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/17/23 06:01PM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/17/23 06:02PM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/17/23 06:03PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/17/23 06:05PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/17/23 06:06PM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/17/23 06:06PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/17/23 06:06PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/17/23 06:12PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/17/23 06:13PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/17/23 06:17PM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/17/23 06:17PM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/17/23 06:17PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/17/23 06:17PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/17/23 06:19PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/17/23 06:19PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/17/23 06:21PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 06:23PM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/17/23 06:36PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/17/23 06:45PM] Player dropped item: Revenant Body, id: 18001, amount: 1	
[4/17/23 07:34PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/17/23 08:32PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 08:32PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 08:33PM] Player dropped item: Godly Bow, id: 21018, amount: 1	
[4/17/23 09:22PM] Player dropped item: Zinq sword, id: 23055, amount: 1	
[4/17/23 09:22PM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/17/23 09:54PM] Player dropped item: Godly Bow, id: 21018, amount: 1	
[4/18/23 11:46AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 11:46AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 11:53AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 12:11PM] Player dropped item: Infinite overload potion (T1), id: 23124, amount: 1	
[4/18/23 02:32PM] Player dropped item: Maze Maul, id: 17710, amount: 1	
[4/18/23 03:37PM] Player dropped item: Nightmare boots, id: 23032, amount: 1	
[4/19/23 11:58AM] Player dropped item: Bronze pickaxe, id: 1265, amount: 1	
[4/19/23 05:57PM] Player dropped item: Sinful Hat, id: 14733, amount: 1	
[4/19/23 06:56PM] Player dropped item: Antique Boots, id: 8820, amount: 1	
[4/19/23 07:00PM] Player dropped item: Clean Cardamon, id: 789, amount: 1	
[4/19/23 07:12PM] Player dropped item: Lava bones, id: 2023, amount: 1010	
[4/19/23 07:17PM] Player dropped item: Lava bones, id: 2023, amount: 330	
[4/19/23 07:36PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 07:45PM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/19/23 07:58PM] Player dropped item: Solar Robe Bottom, id: 15647, amount: 1	
[4/19/23 08:09PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/19/23 08:12PM] Player dropped item: Gold Enhancement, id: 17391, amount: 1	
[4/19/23 08:17PM] Player dropped item: Lava bones, id: 2023, amount: 210	
[4/19/23 08:19PM] Player dropped item: Infinite healing potion (T1), id: 23118, amount: 1	
[4/19/23 08:21PM] Player dropped item: Solar Robe Top, id: 15646, amount: 1	
[4/20/23 04:48AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 12:49PM] Player dropped item: Lust Legging, id: 8808, amount: 1	
[4/20/23 05:12PM] Player dropped item: Nightmare body, id: 23029, amount: 1	
[4/20/23 05:51PM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/20/23 06:12PM] Player dropped item: PvM Casket, id: 2736, amount: 1	
[4/20/23 06:12PM] Player dropped item: Coin, id: 995, amount: 460945606	
[4/20/23 06:16PM] Player dropped item: PvM Casket, id: 2736, amount: 1	
[4/20/23 06:39PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 06:56PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 07:30PM] Player dropped item: Lava bones, id: 2023, amount: 430	
[4/20/23 07:47PM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/20/23 07:51PM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/21/23 04:45AM] Player dropped item: Sanctum Golem Pet, id: 19481, amount: 1	
[4/21/23 05:08AM] Player dropped item: Adamant platebody (h2), id: 19485, amount: 1	
[4/21/23 05:08AM] Player dropped item: Adamant platebody (h2), id: 19485, amount: 1	
[4/21/23 05:28AM] Player dropped item: Demonlord Gloves, id: 14182, amount: 1	
[4/21/23 05:28AM] Player dropped item: Demonlord Gloves, id: 14182, amount: 1	
[4/21/23 06:00AM] Player dropped item: Varth Teddy, id: 22151, amount: 1	
[4/21/23 12:18PM] Player dropped item: Lava bones, id: 2023, amount: 930	
[4/21/23 12:34PM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/21/23 12:36PM] Player dropped item: Lava bones, id: 2023, amount: 280	
