[4/17/23 11:45AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/17/23 11:45AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/17/23 11:45AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/17/23 11:45AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/17/23 11:45AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/17/23 11:45AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/17/23 11:45AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/17/23 11:45AM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/17/23 11:45AM] Player dropped item: Lava bones, id: 2023, amount: 243	
[4/17/23 11:45AM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/17/23 11:47AM] Player dropped item: Revenant Boots, id: 18009, amount: 1	
[4/17/23 11:47AM] Player dropped item: Revenant Boots, id: 18009, amount: 1	
[4/17/23 11:47AM] Player dropped item: Revenant Boots, id: 18009, amount: 1	
[4/17/23 11:47AM] Player dropped item: Revenant whip, id: 18011, amount: 1	
[4/17/23 11:47AM] Player dropped item: Revenant whip, id: 18011, amount: 1	
[4/17/23 11:47AM] Player dropped item: Revenant whip, id: 18011, amount: 1	
[4/17/23 11:47AM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/17/23 11:47AM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/17/23 11:47AM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/17/23 11:47AM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/17/23 11:47AM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/17/23 11:48AM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/17/23 11:48AM] Player dropped item: Revenant whip, id: 18011, amount: 1	
[4/17/23 11:48AM] Player dropped item: Revenant whip, id: 18011, amount: 1	
[4/17/23 11:48AM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/17/23 11:49AM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/17/23 12:04PM] Player dropped item: Lava bones, id: 2023, amount: 25	
[4/18/23 04:17AM] Player dropped item: Lava bones, id: 2023, amount: 149	
[4/18/23 12:37PM] Player dropped item: Lava bones, id: 2023, amount: 185	
[4/18/23 12:42PM] Player dropped item: Lava bones, id: 2023, amount: 444	
[4/18/23 02:42PM] Player dropped item: Lava bones, id: 2023, amount: 290	
[4/19/23 11:31AM] Player dropped item: Lava bones, id: 2023, amount: 305	
[4/19/23 11:47AM] Player dropped item: Lava bones, id: 2023, amount: 630	
[4/19/23 12:45PM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/19/23 01:54PM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/19/23 03:46PM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/20/23 12:15PM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/20/23 12:22PM] Player dropped item: Lava bones, id: 2023, amount: 730	
[4/20/23 12:30PM] Player dropped item: Grapevine, id: 945, amount: 1	
[4/20/23 12:47PM] Player dropped item: Phranium, id: 1009, amount: 1	
[4/20/23 01:12PM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/20/23 01:51PM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/20/23 02:20PM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/20/23 02:22PM] Player dropped item: Lava bones, id: 2023, amount: 80	
[4/20/23 02:41PM] Player dropped item: Lava bones, id: 2023, amount: 231	
[4/20/23 02:41PM] Player dropped item: Lava bones, id: 2023, amount: 3	
[4/20/23 02:50PM] Player dropped item: Lava bones, id: 2023, amount: 25	
[4/21/23 10:04AM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/21/23 11:04AM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/21/23 12:04PM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/21/23 12:34PM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/21/23 12:35PM] Player dropped item: Lava bones, id: 2023, amount: 80	
[4/21/23 12:35PM] Player dropped item: Lava bones, id: 2023, amount: 80	
[4/21/23 12:36PM] Player dropped item: Lava bones, id: 2023, amount: 200	
[4/21/23 01:04PM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/21/23 02:19PM] Player dropped item: Demonlord Gloves, id: 14182, amount: 1	
[4/22/23 03:06PM] Player dropped item: Lava bones, id: 2023, amount: 2030	
[4/22/23 03:37PM] Player dropped item: Salamander, id: 1017, amount: 1	
[4/22/23 04:11PM] Player dropped item: Clean Larith, id: 777, amount: 1	
[4/22/23 04:24PM] Player dropped item: Clean Rosocely, id: 795, amount: 1	
[4/22/23 04:24PM] Player dropped item: Smoo, id: 1005, amount: 1	
[4/23/23 05:57AM] Player dropped item: Clean Sephialla, id: 913, amount: 1	
[4/23/23 05:57AM] Player dropped item: Clean Rosocely, id: 795, amount: 1	
[4/23/23 05:57AM] Player dropped item: Clean Marjoram, id: 925, amount: 1	
[4/23/23 05:57AM] Player dropped item: Clean Verinise, id: 815, amount: 1	
[4/23/23 05:57AM] Player dropped item: Clean Turmeric, id: 922, amount: 1	
[4/23/23 05:57AM] Player dropped item: Clean Fennel, id: 916, amount: 1	
[4/23/23 05:57AM] Player dropped item: Clean Cardamon, id: 789, amount: 1	
[4/23/23 05:57AM] Player dropped item: Lava bones, id: 2023, amount: 1037	
[4/23/23 06:21AM] Player dropped item: Spoolwood, id: 942, amount: 1	
