[4/16/23 06:23PM] Player dropped item: Lava bones, id: 2023, amount: 2	
[4/16/23 06:25PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:39PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 06:46PM] Player dropped item: Super restore (3), id: 3026, amount: 1	
[4/16/23 06:46PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/16/23 06:46PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/16/23 06:46PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/16/23 06:46PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/16/23 06:46PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/16/23 06:46PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/16/23 06:46PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/16/23 06:46PM] Player dropped item: Super restore (4), id: 3024, amount: 1	
[4/16/23 06:53PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:44PM] Player dropped item: Vial, id: 229, amount: 1	
[4/16/23 07:57PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:04PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:19PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:35PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 04:51PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:01PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 05:48PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 06:01PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 06:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/17/23 06:55PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 04:24PM] Player dropped item: Infinite prayer potion (T1), id: 23121, amount: 1	
[4/19/23 05:06PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 05:23PM] Player dropped item: Infinite prayer potion (T1), id: 23121, amount: 1	
