[4/19/23 02:13PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/19/23 02:13PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/19/23 02:16PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/19/23 02:16PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/19/23 02:16PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/19/23 02:16PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/19/23 02:16PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/19/23 02:16PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/19/23 02:16PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/19/23 02:19PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/19/23 02:20PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/20/23 07:14AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:15AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:15AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 07:17AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 07:30AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 07:38AM] Player dropped item: Imperial Whip, id: 18750, amount: 1	
[4/20/23 08:00AM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/20/23 08:56AM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/20/23 09:19AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 11:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/20/23 11:11AM] Player dropped item: Vial, id: 229, amount: 1	
