[4/15/23 10:40AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/15/23 10:41AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/15/23 10:41AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/15/23 10:41AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/15/23 10:41AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/15/23 10:43AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/15/23 10:43AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/15/23 10:43AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/15/23 10:45AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/15/23 10:45AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/15/23 01:08PM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/15/23 01:09PM] Player dropped item: Lava bones, id: 2023, amount: 50	
[4/15/23 01:55PM] Player dropped item: Nightmare boots, id: 23032, amount: 1	
[4/15/23 01:58PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/15/23 08:27PM] Player dropped item: Starter Defender, id: 19914, amount: 1	
[4/17/23 11:49AM] Player dropped item: Antique Gloves, id: 8819, amount: 1	
[4/18/23 07:23AM] Player dropped item: Vial, id: 229, amount: 1	
[4/19/23 07:55PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/19/23 07:55PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/19/23 07:55PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/19/23 07:55PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/19/23 07:55PM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/19/23 07:55PM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/19/23 07:55PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/19/23 07:55PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/19/23 07:55PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/19/23 07:55PM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/19/23 07:55PM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/19/23 07:55PM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/19/23 07:55PM] Player dropped item: Imperial Box, id: 14487, amount: 1	
[4/19/23 07:55PM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
