[4/23/23 10:29AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/23/23 10:29AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/23/23 10:29AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/23/23 10:29AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/23/23 10:29AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/23/23 10:30AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/23/23 10:30AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/23/23 10:35AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 10:37AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/23/23 10:37AM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/23/23 10:37AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/23/23 10:37AM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/23/23 10:37AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/23/23 10:37AM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/23/23 10:37AM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/23/23 10:38AM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/23/23 10:38AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/23/23 10:38AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/23/23 10:38AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/23/23 10:39AM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/23/23 10:39AM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/23/23 10:41AM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/23/23 10:41AM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/23/23 10:41AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/23/23 10:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:22AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:22AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:37AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:49AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 12:48PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 01:00PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 01:18PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 01:35PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 01:35PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 01:35PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/23/23 01:53PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 01:56PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 02:16PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 02:23PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 02:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 03:22PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 03:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 03:56PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 04:24PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 04:24PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 05:00PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 05:14PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 05:29PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 05:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 05:55PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 06:15PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 06:29PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 06:43PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 07:24PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 07:38PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 07:50PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 08:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 08:35PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 09:07PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 09:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 09:13PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 09:42PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 09:49PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 10:01PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 10:17PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 10:31PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 10:41PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 10:58PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:08PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:25PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:32PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 11:46PM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 12:00AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 12:16AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 12:33AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 12:41AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 01:01AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 01:13AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 01:20AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/24/23 01:20AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/24/23 01:20AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/24/23 01:21AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/24/23 01:21AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/24/23 01:39AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 01:57AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 02:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 02:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 02:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 02:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 03:04AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 03:53AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 05:11AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 05:20AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 05:42AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 05:53AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 06:12AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 06:38AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 06:54AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 07:25AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 07:44AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 07:44AM] Player dropped item: Vial, id: 229, amount: 1	
[4/24/23 08:27AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:18AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:36AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
[4/25/23 11:52AM] Player dropped item: Vial, id: 229, amount: 1	
