[4/18/23 03:16PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/18/23 03:16PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/18/23 03:16PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/18/23 03:16PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/18/23 03:16PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/18/23 03:18PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/18/23 03:18PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/18/23 03:19PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:19PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:24PM] Player dropped item: Vial, id: 229, amount: 1	
[4/18/23 03:50PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/18/23 03:50PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
