[4/22/23 05:40PM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/22/23 05:40PM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/22/23 05:40PM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/22/23 05:43PM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/22/23 05:44PM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/22/23 05:44PM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/22/23 05:56PM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/22/23 05:56PM] Player dropped item: Blurite Box, id: 14488, amount: 1	
[4/22/23 05:56PM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/22/23 05:56PM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/22/23 05:56PM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/22/23 05:56PM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/22/23 05:56PM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/22/23 06:04PM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/22/23 07:19PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 07:19PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 07:19PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 07:52PM] Player dropped item: Mystic legs, id: 23023, amount: 1	
