[4/21/23 02:00AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/21/23 02:03AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/21/23 02:03AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/21/23 02:03AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/21/23 03:11AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/21/23 08:32AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 08:32AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 08:32AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 09:48AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 11:19AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 11:30AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 11:51AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 11:58AM] Player dropped item: Vial, id: 229, amount: 1	
[4/21/23 12:27PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/22/23 02:04PM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 02:17AM] Player dropped item: Vial, id: 229, amount: 1	
[4/23/23 02:35AM] Player dropped item: Vial, id: 229, amount: 1	
