[4/16/23 05:58AM] Player dropped item: Starter Body, id: 704, amount: 1	
[4/16/23 05:58AM] Player dropped item: Starter Legs, id: 705, amount: 1	
[4/16/23 05:58AM] Player dropped item: Starter Helm, id: 703, amount: 1	
[4/16/23 06:07AM] Player dropped item: Starter Cape, id: 19944, amount: 1	
[4/16/23 06:07AM] Player dropped item: Starter Gloves, id: 19946, amount: 1	
[4/16/23 06:07AM] Player dropped item: Starter Boots, id: 19945, amount: 1	
[4/16/23 06:08AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/16/23 06:11AM] Player dropped item: Starter Amulet, id: 23089, amount: 1	
[4/16/23 06:11AM] Player dropped item: Starter Ring, id: 23091, amount: 1	
[4/16/23 06:11AM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/16/23 06:11AM] Player dropped item: Starter Blade, id: 22084, amount: 1	
[4/16/23 06:11AM] Player dropped item: Starter Cannon, id: 22083, amount: 1	
[4/16/23 06:11AM] Player dropped item: Starter Staff, id: 22092, amount: 1	
[4/16/23 06:12AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/16/23 06:12AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/16/23 06:12AM] Player dropped item: Blurite Gloves, id: 19988, amount: 1	
[4/16/23 06:46AM] Player dropped item: Blurite Staff, id: 22174, amount: 1	
[4/16/23 06:46AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/16/23 06:46AM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/16/23 06:46AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/16/23 06:46AM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/16/23 06:50AM] Player dropped item: Blurite Ring, id: 19992, amount: 1	
[4/16/23 06:51AM] Player dropped item: Blurite Helm, id: 19984, amount: 1	
[4/16/23 06:51AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/16/23 06:52AM] Player dropped item: Blurite Body, id: 19985, amount: 1	
[4/16/23 06:53AM] Player dropped item: Blurite Legs, id: 19986, amount: 1	
[4/16/23 06:55AM] Player dropped item: Blurite Amulet, id: 19991, amount: 1	
[4/16/23 06:56AM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/16/23 06:57AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/16/23 06:59AM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/16/23 07:00AM] Player dropped item: Blurite Boots, id: 19989, amount: 1	
[4/16/23 07:03AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/16/23 07:03AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/16/23 09:35AM] Player dropped item: Imperial amulet, id: 20092, amount: 1	
[4/16/23 09:36AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/16/23 09:37AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/16/23 09:41AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/16/23 09:41AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/16/23 09:42AM] Player dropped item: Imperial gloves, id: 20091, amount: 1	
[4/16/23 09:52AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/16/23 09:53AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/16/23 09:55AM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/16/23 10:00AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/16/23 10:00AM] Player dropped item: Imperial ring, id: 20093, amount: 1	
[4/16/23 10:01AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/16/23 10:01AM] Player dropped item: Blurite Katana, id: 14484, amount: 1	
[4/16/23 10:03AM] Player dropped item: Blurite Bow, id: 22175, amount: 1	
[4/16/23 10:03AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/16/23 10:04AM] Player dropped item: Imperial body, id: 20087, amount: 1	
[4/16/23 10:05AM] Player dropped item: Blurite Cape, id: 20400, amount: 1	
[4/16/23 10:06AM] Player dropped item: Imperial helm, id: 20086, amount: 1	
[4/16/23 10:06AM] Player dropped item: Imperial legs, id: 20088, amount: 1	
[4/16/23 10:07AM] Player dropped item: Revenant Body, id: 18001, amount: 1	
[4/16/23 10:07AM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/16/23 10:08AM] Player dropped item: Revenant whip, id: 18011, amount: 1	
[4/16/23 10:09AM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/16/23 10:09AM] Player dropped item: Revenant Body, id: 18001, amount: 1	
[4/16/23 10:09AM] Player dropped item: Revenant Wings, id: 18005, amount: 1	
[4/16/23 10:10AM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
[4/16/23 10:11AM] Player dropped item: Revenant Wings, id: 18005, amount: 1	
[4/16/23 10:11AM] Player dropped item: Revenant Body, id: 18001, amount: 1	
[4/16/23 10:12AM] Player dropped item: Revenant Body, id: 18001, amount: 1	
[4/16/23 10:12AM] Player dropped item: Imperial boots, id: 20089, amount: 1	
[4/16/23 10:12AM] Player dropped item: Revenant Wings, id: 18005, amount: 1	
[4/17/23 12:24PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/17/23 12:24PM] Player dropped item: Imperial Staff, id: 18629, amount: 1	
[4/19/23 10:05AM] Player dropped item: Revenant Body, id: 18001, amount: 1	
[4/19/23 10:24AM] Player dropped item: Revenant Legs, id: 18003, amount: 1	
[4/20/23 10:16AM] Player dropped item: Revenant Helm, id: 17999, amount: 1	
