[4/19/23 06:13PM] Player dropped item: Coin, id: 995, amount: 400	
[4/19/23 06:15PM] Player dropped item: Coin, id: 995, amount: 255	
[4/19/23 06:19PM] Player dropped item: Coin, id: 995, amount: 425	
[4/19/23 06:21PM] Player dropped item: Coin, id: 995, amount: 500	
[4/19/23 06:25PM] Player dropped item: Lava bones, id: 2023, amount: 73	
[4/19/23 07:10PM] Player dropped item: Lava bones, id: 2023, amount: 2	
[4/19/23 07:10PM] Player dropped item: Lava bones, id: 2023, amount: 2	
[4/19/23 07:14PM] Player dropped item: Lava bones, id: 2023, amount: 25	
[4/19/23 07:17PM] Player dropped item: Lava bones, id: 2023, amount: 2	
[4/19/23 07:26PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 07:26PM] Player dropped item: Imperial Minigun, id: 18636, amount: 1	
[4/19/23 07:36PM] Player dropped item: Lava bones, id: 2023, amount: 5	
[4/19/23 07:39PM] Player dropped item: Lava bones, id: 2023, amount: 8	
[4/19/23 07:39PM] Player dropped item: Lava bones, id: 2023, amount: 8	
[4/19/23 07:47PM] Player dropped item: Lava bones, id: 2023, amount: 2	
